sitio,id_aviso,url,operacion,tipo,comuna,barrio,direccion,titulo,precio_valor,precio_moneda,precio_clp,precio_uf,m2_util,m2_total,dormitorios,banos,estacionamientos,bodegas,antiguedad_anos,ano_construccion,gastos_comunes_clp,lat,lon,descripcion,publica,detalle_ok,fecha_scrape,antiguedad_aviso_dias,fecha_publicacion
pi,2053114023,https://portalinmobiliario.com/MLC-2053114023-impecable-y-luminosa-casa-en-venta-de-4-dorm-en-nunoa-_JM,venta,casa,nunoa,Parque Juan XXIII,"Parque Juan XXIII, Parque Juan XXIII, Ñuñoa",Impecable Y Luminosa Casa En Venta De 4 Dorm. En Ñuñoa,10990.0,UF,448884242,10990.0,146,190,SIN_DATO,2,3,1,68,1958,0,-33.4568995,-70.5867118,"Hermosa casa estilo chalet en impecable estado, ubicada en el tradicional y residencial sector Parque Juan XXIII, Ñuñoa.

Esta propiedad destaca por sus cuidados detalles arquitectónicos, excelente mantenimiento y una distribución funcional que privilegia la amplitud y la luminosidad de sus espacios, convirtiéndola en el hogar ideal para familias. Su privilegiada ubicación ofrece un entorno tranquilo y una excelente conectividad, a solo 5 minutos de la estación de Metro Villa Frei.

Distribución:

Hall de acceso.
Amplio y luminoso living-comedor.
Espaciosa cocina con acceso a dormitorio y baño de servicio.
Tres dormitorios de excelente tamaño.
Un baño completo.
Ventanas de termopanel.
Elegantes pisos de parquet vitrificado.
Subterraneo-
Patio posterior techado, ideal para disfrutar durante todo el año.
Antejardín con capacidad para estacionar hasta tres vehículos, portón eléctrico y protecciones.

Ubicación privilegiada:
Emplazada en un consolidado barrio residencial, con excelente conectividad por Av. Irarrázaval y cercana a una amplia oferta de servicios. Se encuentra a solo 5 minutos del Metro Villa Frei, además de supermercados como Unimarc, colegios Calasanz y Liceo Manuel de Salas, áreas verdes y el tradicional Parque Juan XXIII.

Consultas y visitas:
Nicolás Pedemonte Harboe
Asesor Inmobiliario",SIN_DATO,1,2026-07-26,16,2026-07-10
pi,4188280532,https://portalinmobiliario.com/MLC-4188280532-increible-casa-familiar-con-gran-espacio-y-ubicaci-_JM,venta,casa,nunoa,Ñuñoa,"Ñuñoa, Plaza Egaña",Increíble Casa Familiar Con Gran Espacio Y Ubicaci...,11000.0,UF,449292690,11000.0,120,210,3,2,2,1,68,1958,SIN_DATO,-33.4495552,-70.573375,"Código: GY36474
Año: 1958
Orientación: poniente 
Superficie Útil: 120 m2
Superficie Total: 210 m2

Venta casa Ñuñoa. Amplitud, funcionalidad y excelente conectividad a pasos de Plaza Egaña.
UF 11.000 120 m2 útiles 210 m2 totales 3 dormitorios 3 baños

Imagina tu vida en una casa con historia, donde la amplitud y la calidez se sienten en cada rincón. Con un estilo clásico que se mantiene vigente, esta propiedad invita a disfrutar de la vida en familia, rodeada de tranquilidad y al mismo tiempo con la comodidad de tener todo a mano.

La casa cuenta con 3 dormitorios y 3 baños, distribuidos en 120 m2 construidos sobre un terreno de 210 m2. Su estructura sólida de albañilería refleja calidad y durabilidad. Además, dispone de 2 estacionamientos y 1 bodega. La ubicación es inmejorable: en un barrio residencial con acceso rápido a metro, colegios, centros de salud, comercio y el Mall Plaza Egaña. Una propiedad ideal para quienes buscan espacio y conectividad en Ñuñoa.

Buscas tu próximo hogar en Ñuñoa Agenda tu visita hoy y no dejes pasar esta oportunidad.

Distribución:
-3 dormitorios
-3 baños
-2 estacionamientos
-1 bodega

Equipamiento de la propiedad:
-Construcción sólida en albañilería
-Amplios espacios interiores
-Pisos de porcelanato 
-Dormitorios luminosos
-Cocina independiente
-Quincho techado en terraza
-Piscina
-Ventanas con termopanel

Características del entorno:
-Cercanía a estaciones de metro Simón Bolívar, Plaza Egaña, Villa Frei
-Colegios y centros de educación a pocos pasos
-Comercio variado y Mall Plaza Egaña en la zona
-Acceso a servicios de salud y bancos en las inmediaciones


Los datos publicados son proporcionados por cada propietario.",SIN_DATO,1,2026-07-26,11,2026-07-15
pi,3986997206,https://portalinmobiliario.com/MLC-3986997206-se-vende-casa-nunoa-metro-monsenor-eyzaguirre-_JM,venta,casa,nunoa,Metro Monseñor Eyzaguirre,"Metro Monseñor Eyzaguirre, Ñuñoa","Se Vende Casa Ñuñoa, Metro Monseñor Eyzaguirre",9400.0,UF,383941026,9400.0,138,276,SIN_DATO,2,3,SIN_DATO,86,1940,0,-33.4522415,-70.6189715,"Se vende propiedad de 276 m² de terreno y 138 m² construidos. Cuenta con 4 dormitorios, 2 baños, living-comedor, cocina independiente y estacionamiento para 2 vehículos.

A pasos de la estación de Metro Monseñor Eyzaguirre. Barrio consolidado con supermercados, Teatro California y comercio local a la mano.

El patio de atrás incluye una bodega tipo contenedor y un departamento interior independiente de 24 m² (1 dormitorio, 1 baño y living; sin cocina), ideal para visitas, transformar en tu oficina o taller.

Quedamos a la espera de tu contacto para concretar una visita a la propiedad.",SIN_DATO,1,2026-07-26,60,2026-05-27
pi,4019472302,https://portalinmobiliario.com/MLC-4019472302-plaza-nunoa-4d-3b-3-est-435m2-terr-bajo-tasacion-_JM,venta,casa,nunoa,Parque Juan XXIII,"Los Talaveras 546, Ñuñoa, Parque Juan XXIII, Ñuñoa",Plaza Ñuñoa | 4d | 3b | 3 Est | 435m2 Terr. | Bajo Tasación,11500.0,UF,469715085,11500.0,137,435,SIN_DATO,3,3,1,50,1976,0,-33.4607861,-70.591037,"Linda casa de construcción solida con gran terreno de 435 m2. Ubicada cercana a plaza ñuñoa en barrio muy tranquilo y residencial. 

Casa de construcción solida, aislada de los vecinos. De 1 piso con posibildad de ampliar a un segundo.

La tasación de la propiedad es 13. 100 UF

Características:

Hall de entrada.
Sala de estar.
Living comedor integrado.
Cocina cerrada.
Logia de gran tamaño techada.
3 Dormitorios de gran tamaño.
2 baños con ventilación natural.
Terraza amplia con Jardín.
""Departamento"" exterior con 1 dormitorio cocina y baño completo.
 
*3 estacionamientos.
*Contribuciones: $385.000 cada cuota.

Coordine su visita.",SIN_DATO,1,2026-07-26,60,2026-05-27
pi,4174088392,https://portalinmobiliario.com/MLC-4174088392-amplia-casa-para-remodelar-de-4-dorm-en-nunoa-_JM,venta,casa,nunoa,Villa Frei,"Cercano A Metro Los Orientales, Villa Frei, Ñuñoa",Amplia Casa Para Remodelar De 4 Dorm. En Ñuñoa,5670.0,UF,231589959,5670.0,100,182,SIN_DATO,3,3,SIN_DATO,38,1988,SIN_DATO,-33.4620804,-70.5774812,"¡¡ Ideal para remodelar!!

¡No dejes pasar esta increíble oportunidad! Se vende espaciosa casa para remodelar en la comuna de Ñuñoa, cercana al metro Los Orientales, Supermercados, autopistas y colegios. Con una ubicación privilegiada al interior de un pasaje, esta propiedad cuenta con amplio hall, baño de visita gran living y comedor con salida a la terraza, 1 dormitorio con baño, cocina, en el 2° piso tiene 3 dormitorios, 1 baño completo, y un total de 100 m2 construidos en un terreno de 182 m2.


Esta casa destaca por su luminosidad, gracias a su orientación Oriente-Poniente, permitiendo disfrutar de agradables espacios durante todo el día. Además, su amplio terreno ofrece la posibilidad de disfrutar de tardes al aire libre en familia o con amigos.

No dejes de visitar esta excelente propiedad que combina comodidad, ubicación y amplitud. ¡Contáctanos y agenda tu visita! Precio de venta: UF 5670. ¡Haz de esta casa tu nuevo hogar!",SIN_DATO,1,2026-07-26,53,2026-06-03
pi,3968648636,https://portalinmobiliario.com/MLC-3968648636-casa-completamente-remodelada-quincho-y-piscina-_JM,venta,casa,nunoa,Plaza Ñuñoa,"Julio Zegers 3763, 7.7907e+06 - 7.791e+06 Ñuñoa, Región Metropolitana, Chile, Plaza Ñuñoa, Ñuñoa",Casa Completamente Remodelada - Quincho Y Piscina,15950.0,UF,651474400,15950.0,202,251,SIN_DATO,SIN_DATO,SIN_DATO,1,75,1951,0,-33.4514263,-70.590621,"Hermosa casa sólida de dos pisos más amplia mansarda con baño, completamente remodelada, ubicada en Julio Zegers, Ñuñoa. Ideal para familia en crecimiento, con doble acceso: por calle y por condominio interior, lo que permite a los niños salir a jugar con total tranquilidad.

A pocas cuadras de Plaza Ñuñoa, con excelente conectividad al Metro Ñuñoa (Línea 3) y Metro Villa Frei (Línea 3). Rápido acceso a Av. Irarrázaval, Simón Bolívar y Av. Grecia. Sector consolidado con colegios reconocidos como Colegio Calasanz, Manuel de Salas, Colegio Akros y The Antofagasta International School. Cercano a supermercados, parques y comercio de Plaza Ñuñoa.

PROGRAMA

PRIMER PISO
- Hall de acceso
- Living y comedor separados
- Cocina modernizada con muebles, campana, horno eléctrico y cocina a gas
- 2 baños de visitas (uno con acceso exterior desde el quincho)

SEGUNDO PISO
- Dormitorio principal en suite
- 2 dormitorios secundarios
- Baño completo

MANSARDA
- Gran dormitorio o sala de estar con baño 

EXTERIOR
- Quincho
- Patio interior con lavadero
- Piscina en obra y patio exterior
- Estacionamiento para hasta 7 vehículos

CARACTERÍSTICAS DEL QUINCHO
- Enchapado en roble, con horno a leña asador amplio
- Telón eléctrico, sistema de audio empotrado y proyector
- Cierre de terraza con ventanales de vidrio plegables: en invierno resguardan del frío, en verano se abren completamente integrando el patio y la piscina
- Acceso exterior independiente a segundo baño de visitas

A DESTACAR
- Sistema de seguridad con cámaras, alarma perimetral e iluminación
- Ventanas termopanel en toda la casa
- Dos calefactores a gas natural
- Sin gastos comunes
- Acceso por calle y salida directa al condominio interior (solo tres casas)


Agenda hoy una visita.
Vende: Macrini Propiedades",SIN_DATO,1,2026-07-26,60,2026-05-27
pi,4061336786,https://portalinmobiliario.com/MLC-4061336786-excelente-casa-para-remodelar-en-nunoa-_JM,venta,casa,nunoa,Diego De Almagro,"Montenegro 2100 - 2400, Ñuñoa, Diego De Almagro, Ñuñoa",Excelente Casa Para Remodelar En Ñuñoa!!,8990.0,UF,367194662,8990.0,134,158,SIN_DATO,SIN_DATO,2,1,60,1966,0,-33.4370229,-70.5821302,"Excelente casa de dos pisos en un barrios residencial y tranquilo pero cerca de todos los servicios necesarios, comercio, bancos, colegios, plazas, servicios públicos y locomoción.
Primer piso: hall de acceso, living y comedor, baño de visitas, cocina, dormitorio y baño de servicio.
Segundo piso: 3 dormitorios y un baño más home office y balcón.
Casa esquina 100% sólida con excelente iluminación, piso de madera y estacionamiento para 2 autos.
Amplios espacios, en todos los dormitorios cabe una cama matrimonial.
Lindo jardín en L.
Excelente oportunidad, no deje de visitarla!!",SIN_DATO,1,2026-07-26,365,2025-07-26
pi,4047167944,https://portalinmobiliario.com/MLC-4047167944-no-dejes-pasar-esta-gran-oportunidad-de-inversion-_JM,venta,casa,nunoa,Metro Irarrázaval,"Lo Encalada, 1 - 300, Metro Irarrázaval, Ñuñoa",No Dejes Pasar Esta Gran Oportunidad De Inversión,5300.0,UF,216477387,5300.0,110,204,5,1,1,SIN_DATO,96,1930,SIN_DATO,-33.4531009,-70.6254603,"Excepcional Propiedad en Inmejorable Ubicación a Pasos de Metro Irarrázabal , oportunidad única!!!

Se presenta una oportunidad única en el corazón de una de las zonas más dinámicas y de alta plusvalía de la capital: una casa en venta estratégicamente ubicada en la codiciada calle Lo Encalada, a escasos metros de la vibrante Avenida Irarrázabal. Esta propiedad representa un lienzo en blanco con un potencial comercial excepcional, ideal para aquellos con la visión de transformar un espacio con historia en un negocio próspero o para quienes buscan una residencia con amplias posibilidades de personalización en un entorno privilegiado.

Ubicación Estratégica: El Corazón de la Conectividad y el Comercio

La ubicación de esta propiedad es, sin lugar a dudas, uno de sus mayores activos. Estar a pasos de la Avenida Irarrázabal significa disfrutar de una conectividad inigualable y una exposición comercial constante. Esta arteria principal es conocida por su flujo constante de personas y vehículos, albergando una gran variedad de comercios, servicios y oficinas, lo que garantiza una visibilidad excepcional para cualquier emprendimiento que se establezca en este lugar.

La proximidad a la estación de Metro Irarrázabal (Líneas 3 y 5) es otro factor clave que añade un valor significativo a esta propiedad. El acceso directo a dos de las líneas más importantes del sistema de transporte subterráneo de Santiago asegura una conexión rápida y eficiente con diversos puntos de la ciudad, facilitando el acceso tanto para clientes como para empleados de un futuro negocio, o para los residentes que valoren la comodidad de trasladarse sin necesidad de utilizar el automóvil.

Además de su excelente conectividad, la propiedad se encuentra inmersa en un entorno que ofrece una amplia gama de comodidades y servicios. A poca distancia, encontrará una gran variedad de supermercados que cubren todas las necesidades de abastecimiento, prestigiosos colegios que la convierten en una ubicació",SIN_DATO,1,2026-07-26,240,2025-11-28
pi,2048414235,https://portalinmobiliario.com/MLC-2048414235-casa-en-venta-de-3-dorm-en-nunoa-_JM,venta,casa,nunoa,Metro Ñuñoa,"Simón Bolívar Ricardo Lyon, Metro Ñuñoa, Ñuñoa",Casa En Venta De 3 Dorm. En Ñuñoa,6700.0,UF,273660093,6700.0,74,68,SIN_DATO,2,1,SIN_DATO,34,1992,0,-33.4498233,-70.6028907,"Simón Bolívar // Ricardo Lyon, maravillosa ubicación en calle tranquila, a pasos de ciclovías, farmacias, colegios, jardines infantiles, supermercados, Hospital de carabineros. La casa esta en pasaje cerrado, lindo y acogedor. Recién remodelada, amplia luminosa, tres dormitorios, dos baños. No deje de visitar.",SIN_DATO,1,2026-07-26,18,2026-07-08
pi,3432653958,https://portalinmobiliario.com/MLC-3432653958-patrimonial-con-detalles-unicos-inmejorable-ubicacion-_JM,venta,casa,nunoa,Metro Monseñor Eyzaguirre,"Leopoldo Urrutia , Ñuñoa,, Metro Monseñor Eyzaguirre, Ñuñoa","Patrimonial Con Detalles Únicos, Inmejorable Ubicación",7300.0,UF,298166967,7300.0,126,141,4,SIN_DATO,2,SIN_DATO,90,1936,SIN_DATO,-33.451862,-70.610238,"Casa Leopoldo Urrutia
Barrio Suboficiales de Caballería, Ñuñoa
4d+1b | b visita| estac* | 126/141 m2
* Los estacionamientos disponibles están sujetos a permiso municipal y no forman parte del dominio de la propiedad, correspondiendo a espacios de uso y goce común de la comunidad.

Casa con historia y carácter, en sector patrimonial de Ñuñoa

Esta cálida casa pareada se ubica en la calle Leopoldo Urrutia, en el tradicional barrio Suboficiales de Caballería de Ñuñoa. Está a pasos de la estación de Metro Monseñor Eyzaguirre, en un sector con excelente conectividad y servicios de barrio..
Su distribución se organiza en torno a un pasillo central: dormitorios hacia el poniente y espacios sociales hacia el oriente. Dispone de tres dormitorios, uno en suite con baño ventilado naturalmente, una sala de estar o cuarto dormitorio con vista a la calle, cocina con doble acceso, comedor con salida al patio interior, y un baño de visitas con potencial de ampliación.
Entre sus atributos destacan los pisos de madera nativa, cielos altos, clósets y marcos originales. 
Una propiedad con alma ideal para quienes buscan una casa con carácter en un barrio con historia.

Características Principales
Año de Construcción: 1935
Orientación: NO

“Aunque pueden existir pequeñas variaciones respecto a mediciones en sitio, las superficies indicadas han sido revisadas por personal técnico de LCDJ y se corresponden con los antecedentes recabados en los organismos pertinentes'",SIN_DATO,1,2026-07-26,210,2025-12-28
pi,1917356919,https://portalinmobiliario.com/MLC-1917356919-casa-2-pisos-metro-los-orientales-_JM,venta,casa,nunoa,Villa Frei,"Villa Frei, Ñuñoa",Casa 2 Pisos / Metro Los Orientales,8300.0,UF,339011757,8300.0,135,200,3,SIN_DATO,2,1,45,1981,SIN_DATO,-33.4614354,-70.5780391,"3D + 2B | 135 m2 Construidos | 200 m2 Terreno | 2 Estacionamientos

Casa en venta en Ñuñoa, sector Metro Los Orientales. Esta propiedad de dos pisos, con orientación Oriente, fue construida en 1981.

Primer piso: living comedor, cocina amplia. Dos dormitorios y un baño. Segundo piso, un dormitorio y un baño.
La casa cuenta con antejardín y entrada para dos vehículos, acceso a través de portón eléctrico. El patio trasero está techado, piso de cerámica y al fondo hay una bodega de madera.
*Metraje informado por el propietario*.

Contáctenos para más detalles o agendar una visita.",SIN_DATO,1,2026-07-26,90,2026-04-27
pi,3578588150,https://portalinmobiliario.com/MLC-3578588150-moderno-townhouse-con-rooftop-y-paneles-solares-_JM,venta,casa,nunoa,Plaza Egaña,"Heriberto Covarrubias 495, 7790530 Ñuñoa, Región Metropolitana, Chile, Plaza Egaña, Ñuñoa",Moderno Townhouse Con Rooftop Y Paneles Solares,8390.0,UF,342687788,8390.0,102,102,SIN_DATO,SIN_DATO,SIN_DATO,1,0,2026,SIN_DATO,-33.4494573,-70.573609,"Moderna casa tipo townhouse de mayor metraje dentro del condominio con paneles solares y Eficiencia energética, con excelente distribución interior, amplios espacios y rooftop privado panorámico. Proyecto exclusivo de solo 3 unidades.

- Superficie aproximada: 102 m²
- 2 Dormitorios
- 1 Oficina o dormitorio 
- 3 Baños
- Patio
- Rooftop privado
- Paneles solares
- Eficiencia energética

VALOR:

ESTA ES LA CASA 3: 8.390 UF

CASA 1: 8.690 UF (VENDIDA)
CASA 2: 8.990 UF (VENDIDA)

DISTRIBUCIÓN:

PRIMER NIVEL:

- Living comedor amplio con salida a patio
- Cocina integrada con isla y cubierta de cuarzo
- Horno empotrado y encimera eléctrica
- Baño de visitas
- Patio privado de buen tamaño

SEGUNDO NIVEL:

- Dormitorio principal en suite con clóset
- 2 Dormitorios secundarios de buen tamaño
- 1 Baño completo con tina
- Hall de distribución

TERCER NIVEL:

- Gran terraza rooftop privada
- Vista despejada
- Espacio ideal para quincho, lounge o zona outdoor

Terminaciones modernas, piso fotolaminado tipo madera, escalera con diseño contemporáneo en estructura negra, baños con revestimiento completo en cerámica y excelente iluminación natural en todos los niveles.

Ideal para familias que buscan mayor amplitud dentro de un condominio pequeño, en uno de los mejores sectores residenciales de Ñuñoa.",SIN_DATO,1,2026-07-26,150,2026-02-26
pi,1975371749,https://portalinmobiliario.com/MLC-1975371749-casa-con-jardin-quincho-piscina-y-depto-interior-en-nunoa-_JM,venta,casa,nunoa,Parque Botánico,"Pedro Torres, Parque Botánico, Ñuñoa","Casa Con Jardín, Quincho, Piscina Y Depto Interior En Ñuñoa",22700.0,UF,927176733,22700.0,340,575,SIN_DATO,SIN_DATO,1,1,73,1953,0,-33.4435129,-70.5862148,"{[COD-109.417-MM]}

Gran casa de 2 pisos, muy luminosa con espacios cómodos y muy bien distribuida, con departamento interior además cuenta con baño y pieza se servicio, lindo jardín, quincho y piscina. Ubicada en un barrio tranquilo de la comuna de Ñuñoa y a pasos del Parque Pucará y cercana a colegios.

CARACTERISTICAS
- 340 / 575 m2 totales

PRIMER PISO
- Hall
- Living y comedor separados
- Sala de estar
- Baño de visitas
- Cocina amplia con comedor de diario y despensa
- Terraza
- Pieza y baño de servicio
- Departamento interior (dormitorio escritorio y baño)
- Estacionamientos

SEGUNDO PISO
- Hall de distribucion
- 4 dormitorios 3 en suite
- 3 baños

OTROS
- Subterráneo con 3 dormitorios
- Piscina con termostato
- Bodega
- Quincho
- Piso parquet
- Todas la orientaciones",SIN_DATO,1,2026-07-26,60,2026-05-27
pi,1656032421,https://portalinmobiliario.com/MLC-1656032421-vende-casa-remodelada-en-nunoa-calle-socaire-_JM,venta,casa,nunoa,Villa Los Jardínes - Villa Los Presidentes,"Socaire 4298, Ñuñoa, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa","Vende Casa Remodelada En Ñuñoa, Calle Socaire.",4529.0,UF,184986054,4529.0,71,198,SIN_DATO,1,3,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,-33.4697359,-70.5869504,"Centroinmobiliario SpA vende esta hermosa casa recién remodelada. 

3 dormitorios | 1 baño | 3 estacionamientos | 1 bodega

Casa de un piso, remodelada y en buenas condiciones, con una superficie total construida de 71 m² emplazada en un terreno de 198 m². 

La propiedad cuenta con una ampliación regularizada desde 1985 de 28 m² y construcción original de 43 m² del año 1970. 

Presenta piso flotante en áreas comunes y cerámica en cocina y baño (piso y muro), ventanas de aluminio y protecciones en todas sus ventanas. 

El patio posterior incluye una bodega considerada como obra complementaria. 

La vivienda es pareada y no cuenta con jardín formado.",SIN_DATO,1,2026-07-26,330,2025-08-30
pi,2042148739,https://portalinmobiliario.com/MLC-2042148739-casas-para-vivir-emprender-o-para-2-familias-sin-corredor-_JM,venta,casa,nunoa,Plaza Ñuñoa,"Av. Simón Bolívar 3335, Ñuñoa, Plaza Ñuñoa, Ñuñoa","Casas Para Vivir, Emprender O Para 2 Familias. Sin Corredor",13750.0,UF,561615862,13750.0,200,341,SIN_DATO,SIN_DATO,SIN_DATO,1,70,1956,SIN_DATO,-33.448901,-70.5943846,"¿Buscas una casa para vivir y/o emprender? ¿O dos casas independientes en una excelente ubicación para tu familia extendida? ¿Quieres invertir en una propiedad con rentabilidad inmediata?

¡DUEÑAS SIN CORREDORES tienen lo que estás buscando! 

Esta propiedad multifuncional totalmente reconstruida y remodelada el año 2021 en el corazón de Ñuñoa ofrece dos casas completamente independientes, pero también comunicables entre sí, en un solo terreno con un rol común. Ubicada sobre Av. Simón Bolívar, entre Holanda y Eliecer Parada, estarás a sólo 3 cuadras de Plaza Ñuñoa, cerca de cafés, teatros, colegios, librerías, el Campus Oriente UC y la estación de Metro Chile-España. En un entorno tranquilo, con ubicación privilegiada, lo suficientemente cerca para disfrutar la vida cultural y gastronómica del barrio.
 
¿Qué encontrarás?: Dos casas independientes (comunicables si lo deseas), ideal para:
•	Vivir en una y arrendar la otra
•	Usar una como oficina, taller, tienda, consulta, cafetería, restaurante.
•	Compartir el terreno con familiares de forma autónoma e independiente
 
  Casa 1:
•	Primer piso con 2 ambientes delanteros para uso residencial o comercial, cocina integrada, 2 baños de visita y un baño con ducha
•	En la parte posterior estar con comedor-cocina abierta conectado a patio con bodega, lavandería y jardín
•	Segundo piso de amplio espacio tipo loft: posibilidad de 2 dormitorios o espacios de trabajo, baño completo y bodega
•	Gran terraza frontal ideal para cafetería, showroom, galería u otro negocio
•	Estacionamiento capacidad 2 autos
•	Patente comercial vigente y autorización sanitaria SEREMI
 
  Casa 2
•	Espacioso living-comedor
•	Cocina americana integrada
•	3 dormitorios amplios
•	2 baños completos
•	Gran patio lateral y trasero
•	Estacionamiento para un auto
 
 
  Características destacadas:
•	Remodelación completa: instalaciones eléctricas, sanitaria y de gas NUEVAS, certificadas por SEC (2021)
•	Terreno de 341 m² y 200 m² construidos aprox.
•	Orientación n",SIN_DATO,1,2026-07-26,300,2025-09-29
pi,4179310630,https://portalinmobiliario.com/MLC-4179310630-venta-directa-casa-486-m2-en-el-mejor-barrio-de-nunoa-_JM,venta,casa,nunoa,Parque Juan XXIII,"Av. Presidente José Batlle Y Ordóñez 3812, Ñuñoa, Santiago, Parque Juan XXIII, Ñuñoa","Venta Directa: Casa 486 M2, En El Mejor Barrio De Ñuñoa",12200.0,UF,498306438,12200.0,248,486,SIN_DATO,4,SIN_DATO,2,1942,84,0,-33.4494948,-70.5888425,"Vendo directo: casa con historia en el mejor barrio de Ñuñoa

Pocas oportunidades como esta aparecen en el mercado. Una casa de 1942 en el tradicional barrio Banco de Chile de Ñuñoa — uno de los sectores residenciales más consolidados y queridos de Santiago — que conserva todo el carácter y solidez de la arquitectura de época, con el espacio y la versatilidad que hoy es casi imposible encontrar.

La propiedad
248 m² construidos sobre 486 m² de terreno. Estructura íntegramente de hormigón armado, sin tabiquería — así construían antes, para durar. La casa ha sido ampliada con inteligencia a lo largo del tiempo, manteniendo su esencia pero ganando funcionalidad.
En su interior destaca una escalera caracol con ventanal y barandal de bronce original, pisos de parquet en el living, y cielos de la altura generosa que caracterizó a las construcciones de mediados del siglo XX. Cocina y comedor ampliados, instalaciones eléctricas en perfecto estado, y techo sin observaciones.

Distribución
6 dormitorios en total, 4 en la casa principal y 2 en suite independientes en el exterior — ideal para familia extendida, visitas o arriendo.
4 baños.
Estacionamiento interior para 6 vehículos.
Amplio jardín con parrilla en obra y dos higueras que le dan un carácter único.
Logia amplia con patio interior.
3 bodegas separadas de la casa principal.

El barrio
Pedro Torres es una de esas calles de Ñuñoa que todavía conserva el espíritu del Santiago tranquilo y residencial. A 10 minutos caminando de Plaza Ñuñoa — con su oferta gastronómica, cultural y ferias de barrio — y a 15 minutos del Metro Línea 3. Rodeada de colegios, plazas, comercio cotidiano y excelente acceso a transporte público. Un barrio donde se vive bien, con identidad y comunidad real.

La oportunidad
Precio: 12.900 UF — valor coherente con el sector para una propiedad de este tamaño, solidez y ubicación. Ideal tanto para familia que quiere vivir en uno de los mejores barrios de Santiago, como para inversionista que busca potenc",SIN_DATO,1,2026-07-26,60,2026-05-27
pi,4151691786,https://portalinmobiliario.com/MLC-4151691786-casa-condominio-cerrado-rosita-renard-metro-principe-gales-_JM,venta,casa,nunoa,Amapolas,"Rosita Renard, Ñuñoa, Amapolas, Ñuñoa",Casa Condominio Cerrado / Rosita Renard Metro Principe Gales,9500.0,UF,388025505,9500.0,123,114,SIN_DATO,SIN_DATO,2,SIN_DATO,35,1991,30000,-33.441682,-70.5750216,"Vende su ùnica dueña, Casa en Condominio Cerrado. (Favor Corredores de Propiedades, NO LLAMAR).

Casa en Venta en la comuna de Ñuñoa. Una de las comunas màs cotizadas de Santiago.
Primer Piso : Living Comedor (ampliado), cocina (ampliada), patio techado y dormitorio de servicio, con su baño en suite.
Segundo Piso : Tres dormitorios, dos baños. Dormitorio Principal con su baño en suite y aire acondicionado en el dormitorio principal.
Tercer Piso : Manzarda, regularizada.
Condominio con Portón Electrico. Casa con Alarma, dos estacionamientos. Uno detro de la casa y el otro en la entrada de la reja exterior al anti jardin, dentro del condominio.
Sector Residencial muy tranquilo y cercano a Colegios De la Salle, Teresiano Enrique de Ossò, Cafes, Panaderias, Farmacias, Cine Hoyts, Mall Plaza Egaña.
Superficie 115 mts2.

Estaciones de Metro (caminando):
Prìncipe de Gales, 9 minutos.
Simòn Bolivar, 8 minutos.
Plaza Egaña, 18 minutos.
Francisco Bilbao, 23 minutos.

Paraderos Locomociòn (caminando):
Pucarà / Avda. Ossa, 5 minutos
Hamburgo / Emilia Tèllez, 5 minutos.
San Vicente de Paul / Avda. Ossa, 5 minutos
Emilia Tèllez / Avda. Ossa, 5 minutos. (Emilia Tèllez cuenta con una excelente Feria).

Construcciòn Casa Año 1990. Tiene 36 años en la actualidad.",SIN_DATO,1,2026-07-26,60,2026-05-27
